id,usuario_id,categoria,descripcion,latitud,longitud,distrito,estado,created_at,zona,peso_estado
193,4,Robo,Robo a mano armada a un transeúnte,-11.964994,-77.002053,San Juan de Lurigancho,PENDIENTE,2026-06-11 20:18:00,5,0.5
194,38,Alumbrado deficiente,Cuadra completamente oscura de noche,-12.213602,-76.926626,Villa El Salvador,VERIFICADO,2026-05-05 17:17:00,1,1.0
195,23,Robo,Sustracción de autopartes en la cuadra,-12.062236,-77.017837,La Victoria,PENDIENTE,2026-05-06 13:19:00,0,0.5
196,30,Extorsión,Cobro de cupo a transportista,-11.941684,-77.054801,Comas,PENDIENTE,2026-05-13 18:41:00,5,0.5
197,33,Robo,Robaron una tienda cerca de mi casa,-12.100223,-77.025977,San Isidro,PENDIENTE,2026-07-02 05:49:00,0,0.5
198,31,Alumbrado deficiente,Cuadra completamente oscura de noche,-11.981826,-77.083782,San Martín de Porres,PENDIENTE,2026-07-07 23:30:00,2,0.5
199,47,Bache,Vía con múltiples baches tras las lluvias,-12.097701,-77.032211,San Isidro,VERIFICADO,2026-05-10 20:03:00,0,1.0
200,30,Alumbrado deficiente,Poste sin luz hace varias semanas,-11.873844,-77.074255,Puente Piedra,RECHAZADO,2026-05-21 20:07:00,4,0.0
201,35,Alumbrado deficiente,Falta de iluminación en el paradero,-11.975281,-76.999751,San Juan de Lurigancho,PENDIENTE,2026-06-21 20:48:00,5,0.5
202,9,Extorsión,Nota de extorsión dejada en el negocio,-12.212821,-76.929172,Villa El Salvador,VERIFICADO,2026-06-12 00:26:00,1,1.0
203,31,Robo,Sustrajeron mi celular en la calle,-11.864262,-77.080678,Puente Piedra,PENDIENTE,2026-07-23 21:03:00,4,0.5
204,28,Bache,Bache grande en plena avenida,-11.982343,-77.011139,San Juan de Lurigancho,PENDIENTE,2026-07-21 08:25:00,5,0.5
205,13,Bache,Vía con múltiples baches tras las lluvias,-12.158006,-76.968925,San Juan de Miraflores,RECHAZADO,2026-05-12 04:01:00,3,0.0
206,12,Robo,Sustracción de autopartes en la cuadra,-11.862366,-77.075878,Puente Piedra,VERIFICADO,2026-06-27 20:30:00,4,1.0
207,5,Alumbrado deficiente,Cuadra completamente oscura de noche,-11.990188,-77.056122,Independencia,VERIFICADO,2026-07-22 20:22:00,2,1.0
208,13,Robo,Sustrajeron mi celular en la calle,-11.944319,-77.052347,Comas,VERIFICADO,2026-06-10 19:05:00,5,1.0
209,50,Alumbrado deficiente,Poste sin luz hace varias semanas,-12.164054,-76.932268,Villa María del Triunfo,VERIFICADO,2026-05-18 17:43:00,1,1.0
210,37,Robo,Robaron una tienda cerca de mi casa,-12.115589,-77.039127,Miraflores,PENDIENTE,2026-06-18 20:45:00,0,0.5
211,27,Alumbrado deficiente,Cuadra completamente oscura de noche,-12.101649,-77.036116,San Isidro,PENDIENTE,2026-06-27 04:47:00,0,0.5
212,49,Bache,Bache grande en plena avenida,-12.104276,-77.040165,San Isidro,PENDIENTE,2026-06-01 01:28:00,0,0.5
213,18,Acoso,Un sujeto acosó a una mujer en la vereda,-11.95992,-77.064316,Los Olivos,VERIFICADO,2026-07-22 01:13:00,2,1.0
214,51,Acoso,Un sujeto acosó a una mujer en la vereda,-12.029106,-77.029363,Rímac,PENDIENTE,2026-06-01 22:51:00,6,0.5
215,4,Alumbrado deficiente,Farol malogrado en el parque,-12.057575,-77.125941,Callao,VERIFICADO,2026-05-10 19:28:00,8,1.0
216,41,Bache,Hueco profundo sin señalizar,-11.984544,-77.045132,Independencia,VERIFICADO,2026-05-17 00:49:00,2,1.0
217,33,Robo,Robo a mano armada a un transeúnte,-12.131615,-76.999404,Surco,PENDIENTE,2026-06-01 02:20:00,3,0.5
218,4,Alumbrado deficiente,Poste sin luz hace varias semanas,-11.97111,-77.065404,Los Olivos,PENDIENTE,2026-07-13 23:01:00,2,0.5
219,33,Bache,Vía con múltiples baches tras las lluvias,-11.997559,-77.056006,Independencia,PENDIENTE,2026-06-02 16:55:00,2,0.5
220,35,Extorsión,Amenaza a comerciante local,-12.055062,-77.117231,Callao,RECHAZADO,2026-05-25 10:20:00,8,0.0
